Position,Token,Absolute Häufigkeit 1835-1870,Relative Häufigkeit 1835-1870,Absolute Häufigkeit 1800-1834,Relative Häufigkeit 1800-1837,+/-,Log ratio,Log Likelihood
2482,Laufen,2504.0,41.25,323.0,24.11,+,0.77,94.67
2483,Glänz,1217.0,20.05,157.0,11.72,+,0.77,46.0
2484,Verhaltnissen,3639.0,59.95,470.0,35.08,+,0.77,137.04
2485,ausgezeichnete,1215.0,20.02,157.0,11.72,+,0.77,45.69
2486,Art.,7796.0,128.44,1008.0,75.24,+,0.77,292.6
2487,provinzen,2147.0,35.37,278.0,20.75,+,0.77,80.21
2488,Geistlicher,1668.0,27.48,216.0,16.12,+,0.77,62.3
2489,Jesus,1742.0,28.7,226.0,16.87,+,0.77,64.68
2490,Berührt,1341.0,22.09,174.0,12.99,+,0.77,49.77
2491,Polen,1286.0,21.19,167.0,12.47,+,0.77,47.6
2492,Jànuar,4068.0,67.02,529.0,39.49,+,0.76,149.93
2493,anträge,2391.0,39.39,311.0,23.21,+,0.76,88.05
2494,Vor¬,2329.0,38.37,303.0,22.62,+,0.76,85.71
2495,gc-,2187.0,36.03,285.0,21.27,+,0.76,80.06
2496,Frage,11095.0,182.79,1446.0,107.93,+,0.76,406.06
2497,anf,1845.0,30.4,241.0,17.99,+,0.76,67.03
2498,M.,10120.0,166.72,1322.0,98.68,+,0.76,367.61
2499,einwohnern,4031.0,66.41,527.0,39.34,+,0.76,146.04
2500,kurzen,2975.0,49.01,389.0,29.04,+,0.76,107.73
2501,winterthur,3055.0,50.33,400.0,29.86,+,0.75,110.14
2502,spater,10459.0,172.31,1370.0,102.26,+,0.75,376.61
2504,Lehranstalten,1282.0,21.12,168.0,12.54,+,0.75,46.09
2505,	175695	2894.53	23036	1719.44	+	0.75	6321.01,,,,,,,
2507,Anstalt,13893.0,228.88,1824.0,136.15,+,0.75,496.56
2508,Deutschland,5808.0,95.69,763.0,56.95,+,0.75,207.15
2509,IN-,2857.0,47.07,376.0,28.07,+,0.75,101.3
2510,Sätze,4369.0,71.98,575.0,42.92,+,0.75,154.9
2511,genehmigt,1405.0,23.15,185.0,13.81,+,0.75,49.73
2512,IX.,2187.0,36.03,288.0,21.5,+,0.75,77.38
2513,Erlach,1700.0,28.01,224.0,16.72,+,0.74,60.04
2514,stellte,2838.0,46.76,374.0,27.92,+,0.74,100.18
2515,etWa,13585.0,223.81,1791.0,133.68,+,0.74,478.98
2516,Zm,1365.0,22.49,180.0,13.44,+,0.74,48.08
2517,pro-,2032.0,33.48,268.0,20.0,+,0.74,71.54
2518,lern,2302.0,37.92,304.0,22.69,+,0.74,80.7
2519,stamme,1528.0,25.17,202.0,15.08,+,0.74,53.38
2520,Einw.,2358.0,38.85,312.0,23.29,+,0.74,82.14
2522,Landern,3141.0,51.75,416.0,31.05,+,0.74,109.06
2523,D.,12343.0,203.35,1635.0,122.04,+,0.74,428.4
2524,25.,2897.0,47.73,384.0,28.66,+,0.74,100.32
2525,Ruckkehr,1320.0,21.75,175.0,13.06,+,0.74,45.68
2526,ct,1802.0,29.69,239.0,17.84,+,0.73,62.27
2527,vermag,2111.0,34.78,280.0,20.9,+,0.73,72.94
2528,Bei,142446.0,2346.76,18898.0,1410.58,+,0.73,4927.58
2529,Göttliche,2020.0,33.28,268.0,20.0,+,0.73,69.73
2530,überall,9421.0,155.21,1250.0,93.3,+,0.73,325.18
2531,kurzer,3263.0,53.76,433.0,32.32,+,0.73,112.57
2532,kanton,17267.0,284.47,2292.0,171.08,+,0.73,595.22
2533,Spitze,5093.0,83.91,677.0,50.53,+,0.73,174.7
2534,fenster,1428.0,23.53,190.0,14.18,+,0.73,48.83
2535,grab,1300.0,21.42,173.0,12.91,+,0.73,44.42
2536,woche,2494.0,41.09,332.0,24.78,+,0.73,85.13
2537,beginnt,2381.0,39.23,317.0,23.66,+,0.73,81.24
2538,gäbe,2808.0,46.26,374.0,27.92,+,0.73,95.68
2539,Gegenwart,3183.0,52.44,424.0,31.65,+,0.73,108.41
2541,KantonS,12222.0,201.35,1629.0,121.59,+,0.73,415.52
2542,zentner,1386.0,22.83,185.0,13.81,+,0.73,46.88
2544,Bann,1601.0,26.38,214.0,15.97,+,0.72,53.9
2545,Geistliche,5862.0,96.57,784.0,58.52,+,0.72,196.97
2546,Drei,21445.0,353.3,2872.0,214.37,+,0.72,717.43
2547,Febrüar,3442.0,56.71,461.0,34.41,+,0.72,115.09
2548,erweiterung,1478.0,24.35,198.0,14.78,+,0.72,49.38
2549,beilage,1366.0,22.5,183.0,13.66,+,0.72,45.64
2550,bestanden,1617.0,26.64,217.0,16.2,+,0.72,53.7
2551,Form,11119.0,183.18,1493.0,111.44,+,0.72,368.62
2552,Geltend,1942.0,31.99,261.0,19.48,+,0.72,64.17
2553,Erfolge,1621.0,26.71,218.0,16.27,+,0.71,53.44
2554,Zweite,8665.0,142.75,1166.0,87.03,+,0.71,285.13
2555,schweiz,19673.0,324.11,2648.0,197.65,+,0.71,646.85
2557,Schwester,1322.0,21.78,178.0,13.29,+,0.71,43.41
2558,Wissenschaftlichen,2047.0,33.72,276.0,20.6,+,0.71,66.89
2560,Gefordert,2069.0,34.09,279.0,20.83,+,0.71,67.58
2561,Plätze,2007.0,33.06,271.0,20.23,+,0.71,65.26
2562,Industrie,2561.0,42.19,346.0,25.83,+,0.71,83.11
2563,Messe,2143.0,35.31,290.0,21.65,+,0.71,69.15
2564,unterrichte,1995.0,32.87,270.0,20.15,+,0.71,64.35
2565,Haut,1816.0,29.92,246.0,18.36,+,0.7,58.39
2566,Prüfung,6626.0,109.16,898.0,67.03,+,0.7,212.69
2567,äns,11954.0,196.94,1621.0,120.99,+,0.7,382.99
2568,Weibliche,1600.0,26.36,217.0,16.2,+,0.7,51.22
2569,folgte,2395.0,39.46,325.0,24.26,+,0.7,76.53
2570,gedanken,5748.0,94.7,780.0,58.22,+,0.7,183.68
2571,Opfer,3868.0,63.72,525.0,39.19,+,0.7,123.51
2572,Zahlreichen,2443.0,40.25,332.0,24.78,+,0.7,77.66
2573,ging,5892.0,97.07,801.0,59.79,+,0.7,187.08
2574,apostolischen,1765.0,29.08,240.0,17.91,+,0.7,55.99
2575,Pruntrut,2042.0,33.64,278.0,20.75,+,0.7,64.51
2576,dortigen,2534.0,41.75,345.0,25.75,+,0.7,80.03
2577,gefäßt,2039.0,33.59,278.0,20.75,+,0.69,64.08
2578,Anschauung,2662.0,43.86,363.0,27.09,+,0.69,83.61
2579,Sittliche,1810.0,29.82,247.0,18.44,+,0.69,56.7
2580,zc,2205.0,36.33,301.0,22.47,+,0.69,68.99
2581,Ziele,1721.0,28.35,235.0,17.54,+,0.69,53.79
2582,Besonderer,2218.0,36.54,303.0,22.62,+,0.69,69.21
2583,Verbreitung,2576.0,42.44,352.0,26.27,+,0.69,80.31
2584,treten,5751.0,94.75,786.0,58.67,+,0.69,179.18
2585,weitere,3947.0,65.03,540.0,40.31,+,0.69,122.52
2586,bischofs,2821.0,46.48,386.0,28.81,+,0.69,87.52
2587,Fragen,6571.0,108.26,901.0,67.25,+,0.69,202.35
2588,Berichte,4222.0,69.56,579.0,43.22,+,0.69,129.94
2589,Zeichnet,1874.0,30.87,257.0,19.18,+,0.69,57.67
2590,beträcht,1429.0,23.54,196.0,14.63,+,0.69,43.95
2591,erscheinen,5434.0,89.52,746.0,55.68,+,0.69,166.6
2592,Dekan,1979.0,32.6,272.0,20.3,+,0.68,60.42
2593,Bereit,2269.0,37.38,312.0,23.29,+,0.68,69.16
2595,stetS,7298.0,120.23,1005.0,75.01,+,0.68,221.26
2597,Ausgabe,3013.0,49.64,415.0,30.98,+,0.68,91.27
2598,Entlassung,1452.0,23.92,200.0,14.93,+,0.68,43.98
2600,bedeütend,3466.0,57.1,478.0,35.68,+,0.68,104.51
2601,12.,4102.0,67.58,566.0,42.25,+,0.68,123.46
2602,Pädägogik,1709.0,28.16,236.0,17.62,+,0.68,51.28
2603,stuhl,2056.0,33.87,284.0,21.2,+,0.68,61.63
2604,Berufen,2968.0,48.9,410.0,30.6,+,0.68,88.95
2605,19.,3213.0,52.93,444.0,33.14,+,0.68,96.17
2606,Vollen,2127.0,35.04,294.0,21.94,+,0.68,63.61
2607,Neuerer,1526.0,25.14,211.0,15.75,+,0.67,45.58
2608,Englische,1747.0,28.78,242.0,18.06,+,0.67,51.83
2609,leben,28881.0,475.81,4001.0,298.64,+,0.67,856.85
2610,berichten,2418.0,39.84,335.0,25.0,+,0.67,71.69
2611,Mit-,2021.0,33.3,280.0,20.9,+,0.67,59.92
2612,Seiten,9732.0,160.33,1349.0,100.69,+,0.67,288.03
2613,füßen,1493.0,24.6,207.0,15.45,+,0.67,44.14
2614,Zweiten,8272.0,136.28,1147.0,85.61,+,0.67,244.52
2615,wirken,6154.0,101.39,854.0,63.74,+,0.67,181.37
2616,herr,21598.0,355.82,2998.0,223.78,+,0.67,636.01
2617,BezUg,5970.0,98.35,829.0,61.88,+,0.67,175.52
2618,kampf,2722.0,44.84,378.0,28.21,+,0.67,80.01
2619,Fl,26158.0,430.95,3637.0,271.47,+,0.67,765.6
2620,berner,3289.0,54.19,458.0,34.19,+,0.66,95.68
2621,garten,4172.0,68.73,581.0,43.37,+,0.66,121.34
2622,sprache,15056.0,248.04,2097.0,156.52,+,0.66,437.75
2623,stellt,5232.0,86.2,729.0,54.41,+,0.66,151.88
2624,kreise,4941.0,81.4,689.0,51.43,+,0.66,143.0
2625,kirche,48452.0,798.23,6765.0,504.95,+,0.66,1396.43
2626,Schwach,1876.0,30.91,262.0,19.56,+,0.66,53.98
2627,Größern,2589.0,42.65,362.0,27.02,+,0.66,74.17
2628,schwarze,1609.0,26.51,225.0,16.79,+,0.66,46.07
2629,besetzt,2259.0,37.22,316.0,23.59,+,0.66,64.6
2630,geistlichkeit,5561.0,91.62,778.0,58.07,+,0.66,158.97
2631,Preise,2606.0,42.93,365.0,27.24,+,0.66,74.17
2632,16.,3547.0,58.44,497.0,37.1,+,0.66,100.8
2633,Pflegen,1554.0,25.6,218.0,16.27,+,0.65,43.96
2634,sei,39987.0,658.78,5615.0,419.11,+,0.65,1127.64
2635,liefert,2478.0,40.82,348.0,25.98,+,0.65,69.81
2636,bon,4179.0,68.85,587.0,43.81,+,0.65,117.65
2637,Zukunft,4940.0,81.39,694.0,51.8,+,0.65,138.99
2638,Günstig,1601.0,26.38,225.0,16.79,+,0.65,44.98
2639,18.,3250.0,53.54,457.0,34.11,+,0.65,91.12
2640,ehen,1791.0,29.51,252.0,18.81,+,0.65,50.09
2641,Ärbeit,11084.0,182.61,1561.0,116.52,+,0.65,308.94
2642,Politische,3181.0,52.41,448.0,33.44,+,0.65,88.65
2643,Leitung,5572.0,91.8,785.0,58.59,+,0.65,155.08
2644,dört,11711.0,192.94,1650.0,123.16,+,0.65,325.88
2645,insofern,1831.0,30.17,258.0,19.26,+,0.65,50.93
2646,freude,5544.0,91.34,782.0,58.37,+,0.65,153.58
2647,Bögen,3203.0,52.77,452.0,33.74,+,0.65,88.57
2648,Jahrhunderts,3817.0,62.88,539.0,40.23,+,0.64,105.28
2649,kranke,1607.0,26.47,227.0,16.94,+,0.64,44.27
2650,licher,2270.0,37.4,321.0,23.96,+,0.64,62.27
2651,Sein,79307.0,1306.56,11235.0,838.6,+,0.64,2162.58
2652,PreiS,6477.0,106.71,918.0,68.52,+,0.64,176.11
2653,berichtet,2052.0,33.81,291.0,21.72,+,0.64,55.67
2655,gibt,12396.0,204.22,1763.0,131.59,+,0.63,332.51
2656,OESTERREICH,3578.0,58.95,509.0,37.99,+,0.63,95.87
2657,Mehreren,3399.0,56.0,484.0,36.13,+,0.63,90.73
2658,stimmung,2071.0,34.12,295.0,22.02,+,0.63,55.21
2659,kreuz,1838.0,30.28,262.0,19.56,+,0.63,48.85
2660,BÜren,2027.0,33.39,289.0,21.57,+,0.63,53.83
2661,feinem,1795.0,29.57,256.0,19.11,+,0.63,47.61
2662,klär,3841.0,63.28,548.0,40.9,+,0.63,101.74
2663,Politischen,4357.0,71.78,622.0,46.43,+,0.63,115.13
2664,Ansicht,5542.0,91.3,792.0,59.12,+,0.63,145.83
2665,Pfd,5465.0,90.03,781.0,58.3,+,0.63,143.8
2666,gegenwartig,5362.0,88.34,767.0,57.25,+,0.63,140.56
2667,blut,2416.0,39.8,346.0,25.83,+,0.62,63.03
2668,feine,4596.0,75.72,659.0,49.19,+,0.62,119.32
2669,zücht,1827.0,30.1,262.0,19.56,+,0.62,47.41
2670,genehmigung,2523.0,41.57,362.0,27.02,+,0.62,65.33
2672,höheren,2403.0,39.59,345.0,25.75,+,0.62,62.06
2673,Sinne,7257.0,119.56,1042.0,77.78,+,0.62,187.36
2674,Versammlung,6949.0,114.48,998.0,74.49,+,0.62,179.24
2675,bisweilen,2170.0,35.75,312.0,23.29,+,0.62,55.71
2676,GotteS,11114.0,183.1,1598.0,119.28,+,0.62,285.35
2677,Wahrlich,1772.0,29.19,255.0,19.03,+,0.62,45.33
2679,Heiligen,8798.0,144.94,1267.0,94.57,+,0.62,224.43
2680,lebens,7978.0,131.44,1150.0,85.84,+,0.61,202.72
2681,hielt,5556.0,91.53,801.0,59.79,+,0.61,141.09
2682,schönsten,2656.0,43.76,383.0,28.59,+,0.61,67.38
2683,bereits,14512.0,239.08,2093.0,156.22,+,0.61,367.96
2684,Ziel,3314.0,54.6,478.0,35.68,+,0.61,83.99
2685,luzern,13108.0,215.95,1893.0,141.3,+,0.61,330.56
2686,Arme,5024.0,82.77,726.0,54.19,+,0.61,126.35
2687,Unterscheiden,2214.0,36.48,320.0,23.89,+,0.61,55.63
2689,Drück,5484.0,90.35,793.0,59.19,+,0.61,137.54
2690,Rüfen,1756.0,28.93,254.0,18.96,+,0.61,43.98
2691,schließt,2122.0,34.96,307.0,22.91,+,0.61,53.11
2692,Möge,4995.0,82.29,723.0,53.97,+,0.61,124.77
2693,bilder,1948.0,32.09,282.0,21.05,+,0.61,48.63
2694,Winter,5088.0,83.82,737.0,55.01,+,0.61,126.71
2695,verwaltung,5652.0,93.12,819.0,61.13,+,0.61,140.54
2696,erschien,2532.0,41.71,367.0,27.39,+,0.61,62.88
2697,Früher,11734.0,193.31,1702.0,127.04,+,0.61,290.59
2699,Selten,8262.0,136.11,1199.0,89.5,+,0.6,204.16
2700,aufgenommen,4772.0,78.62,693.0,51.73,+,0.6,117.58
2702,Vollendet,2292.0,37.76,333.0,24.86,+,0.6,56.36
2703,sämmtlichen,2882.0,47.48,419.0,31.27,+,0.6,70.67
2704,ein-,7069.0,116.46,1028.0,76.73,+,0.6,173.17
2705,Scheu,2672.0,44.02,389.0,29.04,+,0.6,65.15
2706,synode,2809.0,46.28,409.0,30.53,+,0.6,68.45
2707,Vogel,2100.0,34.6,306.0,22.84,+,0.6,51.01
2708,Aarberg,1804.0,29.72,263.0,19.63,+,0.6,43.73
2709,einführung,4040.0,66.56,589.0,43.96,+,0.6,97.91
2710,aUf-,3866.0,63.69,564.0,42.1,+,0.6,93.44
2711,Richtige,1917.0,31.58,280.0,20.9,+,0.6,46.1
2712,währhaft,2491.0,41.04,364.0,27.17,+,0.59,59.79
2713,unterstützung,4349.0,71.65,636.0,47.47,+,0.59,104.04
2716,ausschlieslich,2304.0,37.96,338.0,25.23,+,0.59,54.38
2717,baum,2283.0,37.61,335.0,25.0,+,0.59,53.83
2718,Gedeihen,2477.0,40.81,364.0,27.17,+,0.59,58.03
2719,Während,24407.0,402.1,3588.0,267.81,+,0.59,571.07
2720,staate,4793.0,78.96,705.0,52.62,+,0.59,111.84
2721,worten,4197.0,69.14,618.0,46.13,+,0.58,97.48
2722,Än-,8951.0,147.47,1319.0,98.45,+,0.58,207.23
2724,glaubens,3235.0,53.3,477.0,35.6,+,0.58,74.69
2725,Mas,5275.0,86.9,778.0,58.07,+,0.58,121.65
2726,Heilige,4135.0,68.12,610.0,45.53,+,0.58,95.26
2727,behandelt,4100.0,67.55,605.0,45.16,+,0.58,94.35
2728,zöglinge,6140.0,101.15,907.0,67.7,+,0.58,140.63
2729,Solothürn,7975.0,131.39,1179.0,88.0,+,0.58,182.03
2730,kirchen,5086.0,83.79,753.0,56.21,+,0.58,115.34
2731,herrn,17691.0,291.45,2620.0,195.56,+,0.58,400.73
2734,Gelesen,2088.0,34.4,310.0,23.14,+,0.57,46.77
2735,wort,10733.0,176.82,1594.0,118.98,+,0.57,240.09
2736,uud,3999.0,65.88,594.0,44.34,+,0.57,89.38
2737,Fein,4900.0,80.73,729.0,54.41,+,0.57,108.74
2738,Bezogen,2639.0,43.48,393.0,29.33,+,0.57,58.31
2739,Bestimmungen,4458.0,73.44,664.0,49.56,+,0.57,98.43
2740,letztere,5752.0,94.76,860.0,64.19,+,0.56,124.84
2741,Schulen,18335.0,302.06,2743.0,204.74,+,0.56,396.9
2742,Praktische,3107.0,51.19,465.0,34.71,+,0.56,67.13
2743,wol,2817.0,46.41,422.0,31.5,+,0.56,60.6
2744,Pro,4484.0,73.87,672.0,50.16,+,0.56,96.28
2746,zu-,4096.0,67.48,614.0,45.83,+,0.56,87.85
2747,fässen,2660.0,43.82,399.0,29.78,+,0.56,56.88
2748,Anerkannt,2685.0,44.23,403.0,30.08,+,0.56,57.25
2749,Getroffen,2303.0,37.94,346.0,25.83,+,0.55,48.89
2750,Fehlt,3570.0,58.81,537.0,40.08,+,0.55,75.36
2752,Fruchte,3901.0,64.27,588.0,43.89,+,0.55,81.57
2753,kurze,4212.0,69.39,635.0,47.4,+,0.55,87.99
2754,inhalt,5137.0,84.63,775.0,57.85,+,0.55,106.97
2755,Intéresse,6282.0,103.49,948.0,70.76,+,0.55,130.64
2756,März,8868.0,146.1,1339.0,99.95,+,0.55,183.95
2757,röm,8179.0,134.75,1235.0,92.18,+,0.55,169.63
2758,Burgdorf,2384.0,39.28,360.0,26.87,+,0.55,49.42
2759,abtheilungen,2455.0,40.45,371.0,27.69,+,0.55,50.72
2760,per,5503.0,90.66,832.0,62.1,+,0.55,113.44
2761,Rein,4203.0,69.24,636.0,47.47,+,0.54,86.29
2762,Jügend,8937.0,147.23,1353.0,100.99,+,0.54,183.09
2763,ent-,3526.0,58.09,534.0,39.86,+,0.54,72.11
2764,steuern,2410.0,39.7,365.0,27.24,+,0.54,49.28
2765,Gewählt,5219.0,85.98,792.0,59.12,+,0.54,105.72
2766,Besuchen,2734.0,45.04,415.0,30.98,+,0.54,55.31
2767,Blick,3111.0,51.25,473.0,35.31,+,0.54,62.45
2769,BaU,4146.0,68.3,631.0,47.1,+,0.54,82.83
2770,Knaben,5472.0,90.15,833.0,62.18,+,0.54,109.2
2771,französische,4112.0,67.74,626.0,46.73,+,0.54,82.04
2772,größere,6348.0,104.58,967.0,72.18,+,0.53,126.28
2773,Behandlung,4844.0,79.8,738.0,55.09,+,0.53,96.29
2774,fleisch,2271.0,37.41,346.0,25.83,+,0.53,45.14
2775,bê-,18560.0,305.77,2833.0,211.46,+,0.53,365.7
2776,Zwei,36983.0,609.29,5648.0,421.58,+,0.53,727.07
2777,unserer,16111.0,265.42,2461.0,183.69,+,0.53,316.3
2778,Staat,11591.0,190.96,1772.0,132.26,+,0.53,226.65
2780,Herzen,6639.0,109.38,1016.0,75.84,+,0.53,129.16
2782,staaten,6123.0,100.87,938.0,70.01,+,0.53,118.53
2783,äußere,2539.0,41.83,389.0,29.04,+,0.53,49.12
2785,verhältnisse,10296.0,169.62,1578.0,117.78,+,0.53,198.87
2786,letzter,2873.0,47.33,441.0,32.92,+,0.52,55.07
2787,Göttlichen,3335.0,54.94,512.0,38.22,+,0.52,63.88
2788,Arbeiten,10399.0,171.32,1597.0,119.2,+,0.52,198.88
2789,besucht,3060.0,50.41,470.0,35.08,+,0.52,58.48
2790,einzelne,7940.0,130.81,1220.0,91.06,+,0.52,151.46
2791,leßen,7514.0,123.79,1155.0,86.21,+,0.52,143.06
2792,behörden,6504.0,107.15,1000.0,74.64,+,0.52,123.67
2793,erhielten,2491.0,41.04,383.0,28.59,+,0.52,47.36
2795,weise,27932.0,460.17,4298.0,320.81,+,0.52,529.2
2796,jahr,33607.0,553.67,5172.0,386.05,+,0.52,636.31
2797,Sprach,4970.0,81.88,765.0,57.1,+,0.52,93.98
2798,Gesprochen,2618.0,43.13,403.0,30.08,+,0.52,49.49
2799,sommer,4924.0,81.12,759.0,56.65,+,0.52,92.45
2800,unter-,4164.0,68.6,644.0,48.07,+,0.51,76.89
2801,berlin,3498.0,57.63,541.0,40.38,+,0.51,64.59
2802,fördern,3707.0,61.07,574.0,42.84,+,0.51,68.04
2804,werben,2628.0,43.3,408.0,30.45,+,0.51,47.6
2805,Äußer,11160.0,183.86,1734.0,129.43,+,0.51,201.32
2806,April,9042.0,148.96,1405.0,104.87,+,0.51,163.05
2807,werK,6930.0,114.17,1077.0,80.39,+,0.51,124.86
2808,2.,11216.0,184.78,1744.0,130.17,+,0.51,201.56
2809,eröffnet,2688.0,44.28,418.0,31.2,+,0.51,48.28
2810,Zustande,3959.0,65.22,616.0,45.98,+,0.5,70.9
2811,Äuge,6527.0,107.53,1016.0,75.84,+,0.5,116.64
2812,am,94844.0,1562.53,14764.0,1102.01,+,0.5,1696.73
2813,Armen,8484.0,139.77,1322.0,98.68,+,0.5,150.81
2814,fehlen,2758.0,45.44,430.0,32.1,+,0.5,48.88
2815,tod,4745.0,78.17,740.0,55.23,+,0.5,83.97
2816,heraus,2789.0,45.95,435.0,32.47,+,0.5,49.33
2817,punkte,5639.0,92.9,880.0,65.68,+,0.5,99.46
2818,wohnung,3222.0,53.08,503.0,37.54,+,0.5,56.72
2819,Ziemlich,7159.0,117.94,1118.0,83.45,+,0.5,125.81
2821,thurgau,3624.0,59.7,570.0,42.55,+,0.49,61.35
2823,unser,10089.0,166.21,1588.0,118.53,+,0.49,170.14
2824,15.,3850.0,63.43,606.0,45.23,+,0.49,64.91
2825,genannten,3588.0,59.11,565.0,42.17,+,0.49,60.36
2826,entschieden,2696.0,44.42,425.0,31.72,+,0.49,45.09
2827,Kaum,9187.0,151.35,1449.0,108.16,+,0.48,153.24
2829,völker,4348.0,71.63,687.0,51.28,+,0.48,71.83
2830,frucht,3174.0,52.29,502.0,37.47,+,0.48,52.15
2832,Jungen,5818.0,95.85,922.0,68.82,+,0.48,94.58
2833,Ver-,16875.0,278.01,2677.0,199.82,+,0.48,272.84
2834,Geistlichen,12902.0,212.56,2052.0,153.16,+,0.47,205.68
2835,Französischen,6602.0,108.77,1051.0,78.45,+,0.47,104.69
2836,beinähe,5044.0,83.1,803.0,59.94,+,0.47,79.97
2837,sätz,3046.0,50.18,485.0,36.2,+,0.47,48.25
2838,rede,7013.0,115.54,1117.0,83.37,+,0.47,110.9
2839,Familien,4029.0,66.38,642.0,47.92,+,0.47,63.56
2840,sämmt,3376.0,55.62,538.0,40.16,+,0.47,53.23
2841,Jedoch,17334.0,285.57,2769.0,206.68,+,0.47,269.71
2842,Bringt,4755.0,78.34,760.0,56.73,+,0.47,73.74
2844,Christen,3182.0,52.42,509.0,37.99,+,0.46,49.12
2845,unterricht,16350.0,269.36,2619.0,195.49,+,0.46,250.5
2846,ausbildung,2944.0,48.5,472.0,35.23,+,0.46,44.87
2847,zeigte,3479.0,57.32,558.0,41.65,+,0.46,52.9
2848,werke,5852.0,96.41,939.0,70.09,+,0.46,88.78
2849,9.,4134.0,68.11,664.0,49.56,+,0.46,62.36
2850,22.,2905.0,47.86,467.0,34.86,+,0.46,43.61
2851,14.,3289.0,54.19,529.0,39.49,+,0.46,49.23
2852,kreis,4404.0,72.55,709.0,52.92,+,0.46,65.56
2853,Ernst,3071.0,50.59,496.0,37.02,+,0.45,44.87
2854,händ,13802.0,227.38,2232.0,166.6,+,0.45,200.22
2855,Hervor,5488.0,90.41,888.0,66.28,+,0.45,79.34
2857,10.,3707.0,61.07,600.0,44.78,+,0.45,53.5
2858,Keineswegs,3485.0,57.41,566.0,42.25,+,0.44,49.29
2859,Karl,3321.0,54.71,540.0,40.31,+,0.44,46.64
2861,Familiè,6709.0,110.53,1094.0,81.66,+,0.44,92.65
2862,Noth,4576.0,75.39,748.0,55.83,+,0.43,62.27
2863,w.,11967.0,197.15,1957.0,146.07,+,0.43,162.43
2864,sohn,5427.0,89.41,888.0,66.28,+,0.43,73.4
2865,kindern,6226.0,102.57,1020.0,76.13,+,0.43,83.57
2866,AuS-,5890.0,97.04,967.0,72.18,+,0.43,78.04
2867,Lang,12941.0,213.2,2125.0,158.61,+,0.43,171.29
2869,mitgliedern,3844.0,63.33,633.0,47.25,+,0.42,49.99
2870,langen,4821.0,79.42,794.0,59.27,+,0.42,62.64
2872,unsere,16330.0,269.03,2691.0,200.86,+,0.42,211.46
2873,Ü.,15138.0,249.39,2495.0,186.23,+,0.42,195.81
2874,Kind,7121.0,117.32,1174.0,87.63,+,0.42,91.94
2875,Blieb,4998.0,82.34,824.0,61.5,+,0.42,64.52
2876,södann,3824.0,63.0,631.0,47.1,+,0.42,49.09
2877,Herz,5863.0,96.59,968.0,72.25,+,0.42,75.01
2878,pfarrer,16399.0,270.17,2710.0,202.28,+,0.42,208.63
2879,Söhne,3581.0,59.0,592.0,44.19,+,0.42,45.44
2880,ge-,23051.0,379.76,3813.0,284.61,+,0.42,291.48
2881,Jesu,3608.0,59.44,597.0,44.56,+,0.42,45.52
2882,hauptsächlich,3811.0,62.79,634.0,47.32,+,0.41,46.45
2883,Fräu,4971.0,81.9,828.0,61.8,+,0.41,60.11
2884,Liebe,13872.0,228.54,2320.0,173.17,+,0.4,163.35
2885,Bûcher,4107.0,67.66,687.0,51.28,+,0.4,48.29
2886,spricht,4577.0,75.4,766.0,57.18,+,0.4,53.64
2887,Zweck,8643.0,142.39,1449.0,108.16,+,0.4,100.14
2888,worte,6873.0,113.23,1153.0,86.06,+,0.4,79.29
2889,kamên,5072.0,83.56,854.0,63.74,+,0.39,57.08
2890,neBen,9446.0,155.62,1592.0,118.83,+,0.39,105.62
2891,Untern,4104.0,67.61,694.0,51.8,+,0.38,44.84
2892,Laut,6246.0,102.9,1058.0,78.97,+,0.38,67.45
2893,Mitglieder,9089.0,149.74,1540.0,114.95,+,0.38,97.97
2894,wîr,119848.0,1974.46,20343.0,1518.43,+,0.38,1277.86
2895,gläube,4316.0,71.1,733.0,54.71,+,0.38,45.76
2896,Oben,12705.0,209.31,2162.0,161.38,+,0.38,132.86
2897,Reich,7898.0,130.12,1344.0,100.32,+,0.38,82.58
2898,Arten,4897.0,80.68,834.0,62.25,+,0.37,50.91
2899,dürfte,5561.0,91.62,948.0,70.76,+,0.37,57.41
2900,seien,9581.0,157.84,1636.0,122.11,+,0.37,97.76
2901,Betreffenden,5404.0,89.03,923.0,68.89,+,0.37,55.03
2902,Pflanzen,5110.0,84.19,873.0,65.16,+,0.37,51.95
2903,Ja,18522.0,305.15,3167.0,236.39,+,0.37,187.18
2904,à.,9309.0,153.36,1592.0,118.83,+,0.37,93.94
2905,That,7051.0,116.16,1206.0,90.02,+,0.37,71.08
2906,himmel,4878.0,80.36,835.0,62.33,+,0.37,48.89
2907,allerdings,5058.0,83.33,866.0,64.64,+,0.37,50.61
2908,brüder,5439.0,89.61,932.0,69.57,+,0.37,54.1
2909,Höhere,4789.0,78.9,821.0,61.28,+,0.36,47.47
2910,Ertheilt,5056.0,83.3,867.0,64.71,+,0.36,50.02
2911,:,250622.0,4128.93,43005.0,3209.96,+,0.36,2476.74
2912,kinder,23005.0,379.0,3963.0,295.8,+,0.36,220.09
2913,àlt,5454.0,89.85,940.0,70.16,+,0.36,51.97
2914,Weiß,9707.0,159.92,1674.0,124.95,+,0.36,92.1
2915,unS,54815.0,903.06,9457.0,705.89,+,0.36,518.79
2916,Sprechen,5539.0,91.25,956.0,71.36,+,0.35,52.23
